"scores","item","group","sq.scores","score"
0.559618253543112,"Item.72","2",0.313172589698643,0.00559618253543112
-0.373317097789839,"Item.73","2",0.139365655502228,-0.00373317097789839
1.31058586559378,"Item.74","2",1.71763531109421,0.0131058586559378
-0.394795622581864,"Item.75","2",0.155863583609801,-0.00394795622581864
-0.442127921340747,"Item.76","2",0.19547709882909,-0.00442127921340747
1.19791931812315,"Item.77","2",1.43501069273264,0.0119791931812315
0.0047058954722677,"Item.78","2",2.21454521959097e-05,4.7058954722677e-05
-0.76829175394736,"Item.79","2",0.590272219183511,-0.0076829175394736
-1.64111935876933,"Item.80","2",2.69327274972745,-0.0164111935876933
-0.705161665767313,"Item.81","2",0.497252974867732,-0.00705161665767313
0.422417331948398,"Item.82","2",0.178436402330403,0.00422417331948398
-1.16730160450539,"Item.83","2",1.36259303588085,-0.0116730160450539
0.592484396043946,"Item.84","2",0.35103775955556,0.00592484396043946
-0.103417011858851,"Item.85","2",0.0106950783418138,-0.00103417011858851
0.733878261152661,"Item.86","2",0.538577302192454,0.00733878261152661
1.33186678310733,"Item.87","2",1.77386912794466,0.0133186678310733
0.0725289991771739,"Item.88","2",0.00526045572164249,0.000725289991771739
-0.371755701310064,"Item.89","2",0.138202301456537,-0.00371755701310064
1.99717297450969,"Item.90","2",3.98869989011187,0.0199717297450969
0.930006526621906,"Item.91","2",0.864912139559342,0.00930006526621906
-0.201267178031486,"Item.92","2",0.0405084769527577,-0.00201267178031486
-0.361636154953745,"Item.93","2",0.130780708569729,-0.00361636154953745
0.0135655323271127,"Item.94","2",0.000184023667317939,0.000135655323271127
-0.935975529983905,"Item.95","2",0.876050192728652,-0.00935975529983905
0.0784812843923023,"Item.96","2",0.00615931199986543,0.000784812843923023
-1.30980518565151,"Item.97","2",1.71558962435959,-0.0130980518565151
-0.725610863112686,"Item.98","2",0.526511124667137,-0.00725610863112686
-0.0158897350021349,"Item.99","2",0.000252483678438073,-0.000158897350021349
-0.760807679769518,"Item.100","2",0.578828325596277,-0.00760807679769518
